lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,method,ra,age_days,trial_order,session_error,session_error_type,notes,second_session,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,caregiver_seat,macarthur_ladder,parenta_gender,parenta_education,parentb_gender,parentb_education,preterm,days_preterm,prev_earinfection,curr_earinfection,hearing_vision,hearing_vision_info,cognitive_developmental,cognitive_developmental_info,sib1_age,sib1_gender,sib2_age,sib2_gender,sib3_age,sib3_gender,sib4_age,sib4_gender,tod,season,race_ethnicity,gender,lang4,lang4_exposure,bilingual_nae,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,beard,ratype,childcare,visits,household_size,last_feed_min,last_sleep_min,termtime,popnum,popkm2,subid_unique
ethosrennes,cd611,ADS,ADS3,6.0,3.18,18.32,noerror,,Eyetracking,Chloe,213.0,2.0,noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,14.0,M,12.0,term,,N,N,N,,N,,9,M,6,F,,,,,1530.0,Spring,,M,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 02:00:00,1899-12-31 02:30:00,,,,ethosrennes:cd611
babylabvuw,s12,ADS,ADS6,13.0,4.12,4.12,noerror,,SingleScreen,Petra,256.0,4.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,8.0,F,16.0,M,16,term,,N,N,N,,N,,,,,,,,,,1030.0,Spring,NZ European,M,,,,,,,no_beard,undergraduate,,,,,,in session,102042.0,40.0,babylabvuw:s12
trainorlab,s15,IDS,IDS5,9.0,3.0492,7.1542,noerror',,HPP,Haley,255.0,2.0,error,error in program,Lookaway time set to 3000 ms,N,Monolingual,English,100.0,,,,,caregiver,,F,14,M,13,preterm,14.0,No,No,No,,N,,,,,,,,,,,Fall,,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,trainorlab:s15
infantllmadison,mb096,IDS,IDS3,5.0,,,error,experiment ended early,HPP,MZ,194.0,2.0,noerror,,baby fussed out on trial 3,N,monolingual,English,100.0,,,,,caregiver,4.0,M,16.0,F,16.0,term,,N,N,N,,N,,,,,,,,,,1200.0,Fall,White,F,,,,,,,no_beard,graduate,,,,,,in session,2999.0,117.0,infantllmadison:mb096
udssaarland,7,ADS,ADS-3,8.0,5.8837041855,9.6545763016,noerror,,SingleScreen,Exp1,232.0,2.0,noerror,,,N,monolingual,German,100.0,,,,,caregiver,,,,,,term,,N,N,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,udssaarland:7
earlysocogfm,s47,IDS,IDS8,16.0,1.83,4.55,noerror,,ET,TF & EK,362.0,1.0,noerror,,,N,monolingual,english,95.0,spanish,5.0,,,caregiver,,F,master’s degree,,,preterm,13.0,Y,N,N,,N,,,,,,,,,,,fall,white,F,,,,,,,no_beard,undergraduate,,,,,,in,,,earlysocogfm:s47
babylablmu,31,IDS,IDS6,12.0,,,error,experiment ended early,Eyetracking,Anna,416.0,1.0,noerror,,Was very distracted by sister in the room,N,Monolingual,German,94.0,English,6.0,,,seat,7.5,F,25,M,15,term,,No,No,N,,N,,1,F,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylablmu:31
bllumanitoba,3645,IDS,IDS1,1.0,13.711,17.325,noerror,,HPP,Kelsey,381.0,1.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,3.0,F,14.0,M,12,term,,N,N,N,,N,,,,,,,,,,1700.0,Summer,White,F,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,"Baby stays home with mom, but past two months baby has started going to an English daycare fulltime.",,2.0,,,not in session,89492.0,78.0,bllumanitoba:3645
lllliv,mb016,IDS,IDS4,8.0,3.519,5.671,,,Eyetracking,Caleb,225.0,2.0,noerror,,child was upset,N,monolingual,English,100.0,,,,,caregiver,,F,18,M,18,term,,No,No,N,,N,,4,M,2.0,M,,,,,1330,Spring,White british/ Irish,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,lllliv:mb016
ethosrennes,pl439,ADS,ADS1,2.0,8.81,18.3,noerror,,Eyetracking,Chloe,196.0,1.0,noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,17.0,M,17.0,term,,N,N,N,,N,,3,M,,,,,,,1000.0,Spring,,F,,,,,,,no_beard,undergraduate,nanny 3 days per week,,,1899-12-31 01:30:00,1899-12-31 02:00:00,,,,ethosrennes:pl439
wsigoettingen,m318,IDS,IDS8,15.0,3.28,,noerror,,SingleScreen,Ann-Kathrin,282.0,2.0,error,preterm exclusion,"lap, mother pointed once at screen",N,monolingual,German,100.0,,,,,caregiver,,F,15,M,15.0,preterm,26.0,N,N,N,,N,,4.0,M,,,,,,,,,,M,,,,,,,,,,,,,,,,,wsigoettingen:m318
weltentdeckerzurich,mb13111,IDS,IDS5,1.0,16.25,18.0,noerror,,Eyetracking,Leonie,446.0,3.0,noerror,,,N,Monolingual,Swissgerman,90.0,English,9.0,Highgerman,1.0,seat,,F,17,M,20,term,,N,N,N,,N,,,,,,,,,,1000,Fall,,M,,,0.0,,,preferred,no_beard,undergraduate,"goes to daycare since age of 6 months, 2 days per week, 10 hours",,,,,in session,332590.0,81.0,weltentdeckerzurich:mb13111
wsigoettingen,m405,ADS,ADS4,8.0,8.16,,noerror,,SingleScreen,Christine,421.0,1.0,noerror,,car-seat,N,monolingual,German,100.0,,,,,seat,,F,17,M,21.0,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,wsigoettingen:m405
langlabucla,mb909,IDS,IDS-8,16.0,,,error,Experiment ended early,HPP,VM,300.0,1.0,error,"language exclusion: Parent said less than 10% Farsi, but after hours/week calculation it was 16.2",,N,monolingual,English,83.0,Farsi,16.0,,,caregiver,,F,16,M,16,term,,N,N,N,,N,,9,F,11.0,M,,,,,,,Asian (Middle Eastern),M,,,,,,,,,,,,,,,,,langlabucla:mb909
ldlottawa,mbms55,ADS,ADS8,15.0,,,error,Participant,single screen,JP,297.0,4.0,error,Participant,infant cried,N,Monolingual,English,100.0,,,,,Caregiver,,F,,M,,term,,N,N,N,N,N,N,3,F,5,F,,,,,,spring,,M,,,,,,,beard,postgraduate,,,,,,in session,,,ldlottawa:mbms55
babylabutrecht,613,ADS,ADS8,15.0,1.684582,3.684582,noerror,,HPP,YL,188.0,1.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,8.0,F,,,,preterm,34.0,,,N,,N,,,,,,,,,,1300.0,Winter,,M,,,,,,,,undergrad,,,,,,,,,babylabutrecht:613
ethosrennes,eo182,ADS,ADS6,12.0,8.98,11.75,noerror,,Eyetracking,Chloe,174.0,2.0,noerror,,,N,monolingual,french,100.0,,,,,seat,,F,17,M,14,term,,N,N,N,,N,,10,F,,,,,,,1600.0,Spring,,F,,,,,,,no_beard,undergraduate,at home,,,1899-12-31 01:00:00,1899-12-31 02:00:00,,,,ethosrennes:eo182
babylabvuw,p01,IDS,IDS3,6.0,4.083,4.939,noerror,,SingleScreen,Petra,281.0,1.0,error,age exclusion; pilot,Didn't calibrate to centre of screen at start and end of calibration,N,Monolingual,English,100.0,,,,,caregiver,7.0,F,16.0,M,21,term,,N,N,N,,N,,3.0,F,,,,,,,1500.0,Winter,NZ European,F,,,,,,,no_beard,undergraduate,,,,,,in session,126133.0,100.0,babylabvuw:p01
wsigoettingen,m223,IDS,IDS8,15.0,3.03,,noerror,,SingleScreen,Ann-Kathrin,195.0,3.0,noerror,,lap,N,monolingual,German,100.0,,,,,caregiver,,M,21,F,12.0,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,wsigoettingen:m223
babylabbrookes,mb103,ADS,ADS2,3.0,17.643,,noerror,,Single Screen,N1,368.0,2.0,noerror,,0,N,Monolingual,English,100.0,,,,,caregiver,,F,16.0,M,18,term,,No,No,N,,N,,9,F,6.0,F,,,,,,,,F,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb103
lancaster,8mb17,ADS,ADS2,3.0,4.08,18.0,noerror,,Eyetracking,Charlotte,212.0,2.0,noerror,na,na,n,monilingual,English UK,100.0,na,0.0,na,0.0,caregiver,,m,11.0,f,13,0,0.0,na,,na,na,,,,,,,,,,,,,British,m,na,0.0,,,,,,,,,,,,,,,lancaster:8mb17
musdevutm,mb17,IDS,IDS4,8.0,1.779,1.779,noerror,,HPP,Maha,240.0,2.0,error,"ended early, trial 13",fussy,N,monolingual,English,96.0,Italian,2.0,Portuguese,2.0,caregiver,,F,20,M,16,term,,N,N,N,N,N,N,3,F,,,,,,,1100,Summer,,M,,,,,,,no_beard,undergraduate,,,,,,in session,107183.0,84.0,musdevutm:mb17
irlconcordia,mb6s03,IDS,IDS7,3.0,1.13,8.156,noerror,,eyetracking,MM,220.0,4.0,noerror,,,N,monolingual,english,90.0,french,10.0,,,caregiver,5.0,F,18.0,M,12.0,term,,N,N,N,,N,,,,,,,,,,1030.0,summer,caribbean; european,M,,,90.0,regularly,regularly,preferred,,undergraduate,,,,,,not in session,,,irlconcordia:mb6s03
ethosrennes,jq489,training,training,-1.0,8.77,13.05,error,equipment failure,Eyetracking,Chloe,223.0,3.0,error,equipment failure,problem with eyetracker,N,monolingual,french,100.0,,,,,caregiver,,F,17.0,M,20.0,term,,N,N,N,,N,,9,F,6,M,,,,,1100.0,Spring,,F,,,,,,,no_beard,undergraduate,nanny 4 days per week,,,1899-12-31 02:30:00,1899-12-31 04:00:00,,,,ethosrennes:jq489
kyotobabylab,kbl027,IDS,IDS6,13.0,1.02,21.0,noerror,,Eyetracking,Mitsuhiko,290.0,3.0,noerror,,We used old stimuli (47 second version),N,Monolingual,Japanese,99.0,English,1.0,,,caregiver,,f,undergraduate school,m,Undergraduate school,term,,no,no,no,,no,,,,,,,,,,,,Asian,f,,,,,,,,,,,,,,,,,kyotobabylab:kbl027
babylabnijmegen,ba0369,ADS,ADS3,7.0,6.66,1335.0,noerror,,HPP,KM,257.0,3.0,noerror,,,N,monolingual,Dutch,100.0,,,,,caregiver,6.0,F,18.0,M,16.5,term,,N,N,N,,N,,3,M,,,,,,,1200,"summer,,,",,M,,,,,,,,,,,,,,,,,babylabnijmegen:ba0369
socialcogumiami,1092,ADS,ADS4,8.0,9.9,18.0,noerror,,Eyetracking,Roberto,166.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,16,M,18,term,,No,No,N,,N,,,,,,,,,,,Winter,White,F,,,,,,,beard,undergraduate,,,,,,not in session,,,socialcogumiami:1092
chosunbaby,h80y51,ADS,ADS2,3.0,5.654,5.654,noerror,,HPP,KIM,273.0,2.0,noerror,,,N,monolingual,Korean,100.0,,,,,caregiver,,F,16,M,16,term,,no,no,N,,N,,,,,,,,,,,Spring,Asian,F,,,,,,,no_beard,undergraduate,,,,,,,,,chosunbaby:h80y51
purdueinfantspeech,4324,IDS,IDS6,14.0,15.63,17.83,noerror,,HPP,RAZ,378.0,4.0,0,,,N,monolingual,English,100.0,,,,,caregiver,,F,18,M,16,full,7.0,2,yes,N,,N,,6,F,4,M,2,M,,,,,White,M,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4324
lscppsl,29lscppsl,IDS,IDS5,12.0,0.0,2008.0,noerror,,Eyetracking,Naomi,384.0,1.0,noerror,,"from 10th trial lost eyes because of hair (13th, 17th and 18th was ok). one trial over 18 sec",N,monolingual,french,100.0,,,,,caregiver,,M,17,F,17,term,,Y,N,N,,N,,,,,,,,,,15h00,spring,,F,,,0.0,rarely,rarley,french,no_beard,postgraduate,"She is at daycare all day. Evenings, she spends 1 to 2 hours avec at least one of her two parents. Mornings, she spends between 30 minutes and 1 hours with the two parents",30,2.0,4h00,0h00,in session,2642462.0,1932235.0,lscppsl:29lscppsl
babylabkingswood,mb8339,IDS,IDS1,2.0,2586.0,,No error,No error,HPP,JN,207.0,2.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,,F,16.0,M,16,term,,No,No,No,No,No,No,3,F,,,,,,,,,Caucasian,M,,,,,,No,,,,,,,,,,,babylabkingswood:mb8339
bllumanitoba,1696,IDS,IDS5,9.0,17.633,18.241,noerror,,HPP,Mercedes,182.0,2.0,noerror,,"Mom took off headphones after warmup trial 1, but only for a few seconds. The study was not stopped.",N,monolingual,English,100.0,,,,,caregiver,6.0,F,18.0,M,18,term,,N,N,N,,N,,,,,,,,,,930.0,Winter,Caucasian,F,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,in session,140735.0,77.0,bllumanitoba:1696
bllumanitoba,3886,ADS,ADS4,7.0,3.095,5.103,noerror,,HPP,Kelsey,346.0,2.0,noerror,,,N,monolingual,English,95.0,French,5.0,,,caregiver,8.0,F,16.0,M,18,term,,N,N,N,,N,,,,,,,,,,1030.0,Summer,German-Danish-Russian-French-English,M,,,95.0,regularly,regularly,preferred,no_beard,undergraduate,"Baby stays home with mom, but paternal grandparents babysit two days a week for about two and a half hours.",,2.0,,,not in session,89554.0,78.0,bllumanitoba:3886
babylingoslo,os041,ADS,ADS3,6.0,0.0,6.93,noerror,,Eyetracking,Runa,236.0,2.0,noerror,,Hard to calibrate therefore used another child's calibration. Parent did not specify percentage of Swedish.,Y,monolingual,Norwegian,100.0,Swedish,,,,seat,,F,17.0,M,13,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,babylingoslo:os041
bchdosu,mb0013,IDS,IDS4,7.0,7.855,10.497,noerror,,SingleScreen,DR,368.0,1.0,noerror,,ok,N,Monolingual,English,99.0,ASL,1.0,,,caregiver,7.0,M,17.0,F,20.0,term,,No,No,Y,mom-glasses by kindergarten,N,,3.25,,,,,,,,,Spring,Caucasian,F,,,,,,,no_beard,postgraduate,,,4.0,,,in session,,,bchdosu:mb0013
weltentdeckerzurich,mb14104,IDS,IDS8,15.0,0.03,2.09,noerror,,Eyetracking,Leonie,383.0,2.0,noerror,,,N,Bilingual,Spanish (Cuba),60.0,Swissgerman,32.0,Highgerman,8.0,seat,,M,17,F,17,term,,Y,N,N,,N,,3,F,,,,,,,1500,Winter,,F,,,0.0,,,other,no_beard,undergraduate,"goes to daycare since age of 5 months, 3 days per week, 10,5 h",,,,,in session,353892.0,94.0,weltentdeckerzurich:mb14104
babylabbrookes,mb65,ADS,ADS2,10.0,3.98,,noerror,,Single Screen,N1,357.0,1.0,noerror,,0,N,Monolingual,English,100.0,,,,,caregiver,,F,16.0,M,16,term,,No,No,N,,N,,11,M,,,,,,,,,,M,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb65
babylabpotsdam,b6833,IDS,IDS6,13.0,13.582,18.001,noerror,,HPP,Nina,364.0,3.0,noerror,,good,N,monolingual,German,100.0,,,,,caregiver,7.0,F,12.0,M,12,preterm,7.0,N,N,N,,N,,,,,,,,,,09:30:00,spring,,M,,,,,,,no_beard,,,,,,,,,,babylabpotsdam:b6833
infantlanglabutk,mb1r141fs9,IDS8,IDS8,16.0,4183.0,6194.0,noerror,,hpp,SP,438.0,1.0,noerror,,,,Monolingual,English,100.0,,,,,caregiver,7.0,F,16,M,13,Term,,3,N,N,,N,N,5,M,3,F,1,F,,,,,White,F,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r141fs9
ldlottawa,mbms69,IDS,IDS3,5.0,2.53667,7.59167,noerror,,single screen,Jaidon,269.0,2.0,noerror,,,N,Monolingual,English,100.0,,,,,Caregiver,,F,5,M,5,,,N,N,N,N,N,N,,,,,,,,,,spring,,M,,,,,,,no_beard,undergraduate,,,,,,in session,,,ldlottawa:mbms69
babylabnijmegen,ba2369,IDS,IDS6,12.0,4.57,657.0,noerror,,HPP,KM,249.0,1.0,noerror,,,N,monolingual,Dutch,100.0,,,,,caregiver,8.0,M,18.0,F,18,term,,N,N,N,,N,,,,,,,,,,1430,"fall,,,",,F,,,,,,,,,,,,,,,,,babylabnijmegen:ba2369
babylablmu,72,training,train1,-2.0,4.24,9203.0,noerror,,Eyetracking,Anna,398.0,3.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,9.5,F,18,M,14,term,,No,No,N,,N,,3,M,1.0,F,,,,,,,,M,,,,,,,,,,,,,,,,,babylablmu:72
babylableiden,mb07b,IDS,IDS7,4.0,3.64,7.04,noerror,,HPP,Anna,361.0,3.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,,F,16.0,M,16,term,,N,N,N,,N,,12,F,,,,,,,,,,M,,,,,,,,undergraduate,"daycare - 1,5 days a week",,,,,,,,babylableiden:mb07b
infantlanglabutk,mb1r124ms6,ADS1,ADS1,6.0,1705.0,3722.0,noerror,,hpp,RB,388.0,4.0,noerror,"Short Looks, B4T4",,,Monolingual,English,100.0,,,,,caregiver,5.0,F,18,M,14,Preterm,7.0,1,N,N,,N,N,6,M,,,,,,,,,White,M,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r124ms6
babylabutrecht,703,ADS,ADS4,8.0,15.886862,17.999398,noerror,,HPP,YL,240.0,1.0,noerror,,,N,Monolingual,Dutch,100.0,,,,,caregiver,6.0,F,16.0,,16,term,4.0,N,,N,,N,,,,,,,,,,1045.0,Winter,,F,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:703
babylabuclajohnson,10542,ADS,ADS5,1.0,10.15,12.16,noerror,,Eyetracking & Online Coding,SB,380.0,4.0,noerror,,,N,Monolingual,English,98.0,Greek,2.0,Spanish,1.0,Caregiver,6.0,M,16.0,F,18,Term,,N,N,N,,N,,,,,,,,,,,,Caucasian,F,,,,,,,,,,,,,,,,,babylabuclajohnson:10542
ldlottawa,mbms84,ADS,ADS1,2.0,4.4216,4.82167,noerror,,single screen,Julia.G,440.0,1.0,noerror,,,N,Monolingual,English,97.0,French,3.0,,,Caregiver,,F,21,M,16,term,,N,N,N,N,N,N,2,F,,,,,,,,spring,,M,,,,,,,no_beard,postgraduate,,,,,,in session,,,ldlottawa:mbms84
jmucdl,40011,Training,training2,-1.0,4.3,18.0,noerror,,Eyetracking,KVJ,462.0,3.0,noerror,,,N,monolingual,English,100.0,,0.0,,0.0,caregiver,,F,18.0,M,18.0,term,,N,N,N,,N,,,,,,,,,,,,White,M,,0.0,,,,,,,,,,,,,,,jmucdl:40011
babylabplymouth,mb1203,IDS,IDS5,1.0,14.32,17.96,noerror,,HPP,Abbey,377.0,3.0,noerror,,started to cry on trial 14,N,monolingual,english,100.0,,,,,caregiver,5.0,F,16.0,M,13,term,14.0,N,N,N,,N,,,,,,,,,,,Summer,british,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb1203
bllumanitoba,3886,ADS,ADS3,6.0,5.286,7.288,noerror,,HPP,Kelsey,346.0,2.0,noerror,,,N,monolingual,English,95.0,French,5.0,,,caregiver,8.0,F,16.0,M,18,term,,N,N,N,,N,,,,,,,,,,1030.0,Summer,German-Danish-Russian-French-English,M,,,95.0,regularly,regularly,preferred,no_beard,undergraduate,"Baby stays home with mom, but paternal grandparents babysit two days a week for about two and a half hours.",,2.0,,,not in session,89554.0,78.0,bllumanitoba:3886
babylabbrookes,mb36,IDS,IDS8,15.0,5.53,,noerror,,Single Screen,N1,216.0,3.0,noerror,,Very good,N,Monolingual,English,100.0,,,,,caregiver,,F,17.0,M,12,term,,No,No,N,,N,,7,F,,,,,,,,,,F,,,,,,,no_beard,postgraduate,Family,,,,,,,,babylabbrookes:mb36
kokuhamburg,mb24,IDS,IDS8,16.0,,,error,experiment ended early,Eyetracking,Vi,197.0,4.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,,F,17.0,M,18.0,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,kokuhamburg:mb24
weltentdeckerzurich,mb13758,ADS,ADS4,8.0,3.38,7.44,noerror,,Eyetracking,Leonie,384.0,1.0,noerror,,,N,Monolingual,Swissgerman,100.0,,,,,seat,,F,15,M,17,term,,N,N,N,,N,,,,,,,,,,1000,Fall,,M,,,0.0,,,preferred,no_beard,undergraduate,"goes to daycare since age of 7 months, 1 day per week, 9,5 h",,,,,in session,232151.0,80.0,weltentdeckerzurich:mb13758
babylablmu,41,ADS,ADS8,16.0,,,error,experiment ended early,Eyetracking,Anna,380.0,3.0,noerror,,,N,Monolingual,German,100.0,,,,,caregiver,8.0,F,16,M,21,term,,No,No,N,,N,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,babylablmu:41
babylabvuw,s09,ADS,ADS1,2.0,6.24,6.656,noerror,,SingleScreen,Petra,223.0,1.0,noerror,,,N,Monolingual,English,100.0,,,,,caregiver,8.0,F,17.0,M,15,term,,Y,N,N,,N,,,,,,,,,,1530.0,Winter,NZ European,M,,,,,,,no_beard,undergraduate,,,,,,in session,103481.0,74.0,babylabvuw:s09
bchdosu,mb0066,IDS,IDS7,3.0,14.289,16.289,noerror,,SingleScreen,YW,157.0,4.0,noerror,,good,N,Monolingual,English,100.0,,,,,caregiver,8.0,F,16.0,M,18.0,term,,No,No,N,,N,,,,,,,,,,,Spring,Caucasian,M,,,,,,,no_beard,postgraduate,,,3.0,,,in session,,,bchdosu:mb0066
babylabplymouth,mb1003,IDS,IDS7,4.0,6.4,10.08,noerror,,HPP,Abbey,320.0,3.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,4.0,F,16.0,M,14,term,,N,N,N,,N,,5,M,,,,,,,,Summer,british,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,babylabplymouth:mb1003
lscppsl,39lscppsl,training,training,1.0,4426.0,6733.0,noerror,,Eyetracking,Naomi,385.0,3.0,error,technical,"technical - stopped with no error mesage, some trials over 18 sec",N,bilingual,french,55.0,italien,40.0,chinese/english/spanish,5.0,caregiver,,M,20,F,19,term,,Y,N,N,,N,,,,,,,,,,9h00,spring,,M,,,2.0,rarely,rarely,french,no_beard,postgraduate,Kept in daycare,6,,1h30,1h30,in session,2642462.0,1932235.0,lscppsl:39lscppsl
babylabprinceton,manybabies025,IDS,IDS1,1.0,8.994,12.343,noerror,,HPP,RC,380.0,1.0,noerror,,RA is undergrad,N,monolingual,English,95.0,Punjabi,5.0,,,caregiver,,F,16.0,M,18,N,,N,N,N,,N,,7,M,5.0,F,3.0,M,,,1030,Fall,asian and african,M,,,,,,,no_beard,RA,at home with parent or nanny,12.0,5.0,0.5,3.5,in session,44430.0,79.0,babylabprinceton:manybabies025
wsigoettingen,m305,ADS,ADS5,9.0,4.56,,noerror,,SingleScreen,Christine,308.0,1.0,noerror,,lap,N,monolingual,German,100.0,,,,,caregiver,,F,17,M,17.0,preterm,3.0,N,N,N,,N,,3.0,M,,,,,,,,,,M,,,,,,,,,,,,,,,,,wsigoettingen:m305
bllumanitoba,2566,training,train1,-2.0,6.359,8.368,noerror,,HPP,Kelsey,174.0,2.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,7.0,F,16.0,M,16,term,,N,N,N,,N,,,,,,,,,,1300.0,Spring,White,F,,,100.0,regularly,regularly,preferred,no_beard,undergraduate,Baby stays home with mom.,,2.0,,,not in session,155101.0,79.0,bllumanitoba:2566
icclbc,9,IDS,IDS2,3.0,10.332,12.65,noerror,,Single Screen,Sophie,247.0,1.0,noerror,,,N,Monolingual,Spanish,100.0,,,,,seat,,F,14.0,M,14.0,term,,N,N,N,,N,,,,,,,,,,1200.0,Spring,,M,,,,,,,no_beard,graduate,,,,,,in session,76673.0,74.0,icclbc:9
lancaster,8mb11,ADS,ADS5,1.0,11.37,18.0,noerror,,Eyetracking,Charlotte,234.0,4.0,noerror,na,na,n,monilingual,English UK,100.0,na,0.0,na,0.0,caregiver,,f,16.0,m,16,0,0.0,na,,na,na,,,,,,,,,,,,,White British,m,na,0.0,,,,,,,,,,,,,,,lancaster:8mb11
infantllmadison,mb034,IDS,IDS2,3.0,4.263,6.271,noerror,,HPP,MM,334.0,1.0,noerror,,baby fussed out on trial 16,N,monolingual,English,100.0,,,,,caregiver,4.0,M,14.0,F,14.0,term,,Y,N,N,,N,,9,F,4,F,,,,,1530.0,Summer,White,F,,,,,,,no_beard,undergraduate,,,,,,not in session,2810.0,83.0,infantllmadison:mb034
earlysocogfm,s31,IDS,IDS1,5.0,1.97,4.31,noerror,,ET,TF & HRL,195.0,4.0,noerror,,,N,monolingual,english,100.0,,,,,caregiver,,F,master's degree,M,bachelor's degree,N,,N,N,N,,N,,,,,,,,,,,summer,white,M,,,,,,,no_beard,undergraduate,,,,,,not in session,,,earlysocogfm:s31
ethosrennes,vt266,ADS,ADS6,14.0,3.29,6.62,noerror,,Eyetracking,Chloe,273.0,3.0,noerror,,,N,monolingual,french,100.0,,,,,caregiver,,F,15.0,M,17.0,term,,N,N,N,,N,,4,F,,,,,,,1130.0,Spring,,F,,,,,,,no_beard,undergraduate,nanny 4 days per week,,,1899-12-31 05:00:00,1899-12-31 00:30:00,,,,ethosrennes:vt266
langlabucla,mb924,ADS,ADS-4,11.0,5.056,7.074,noerror,,HPP,VM,329.0,4.0,error,"language exclusion: Mom said she 90% English, but after hours/week calculation it was only 83.8%",,N,monolingual,English,83.0,Spanish,16.0,,,caregiver,,F,16,M,16,term,,N,N,N,,N,,,,,,,,,,,,Caucasian,M,,,,,,,,,,,,,,,,,langlabucla:mb924
lscppsl,32lscppsl,IDS,IDS6,16.0,390.0,4099.0,noerror,,Eyetracking,Naomi,385.0,4.0,noerror,,trial 10 mommy pointed,N,bilingual,french,60.0,portugese,40.0,,,caregiver,,F,17,M,17,term,,N,N,N,,N,,,,,,,,,,11h00,spring,,M,,,0.0,,,french,no_beard,postgraduate,"Week: monday/tuesday/wednesday morning/thursday/friday at daycare from 8h30-9h00 to 17h30-18h30. Wednesday afternoon with grand mother, thursday at the end of the day with grand father, weekend: with parents and from time to time with his grand parents (french side).",,7.0,2h30,0h00,in session,2642462.0,1932235.0,lscppsl:32lscppsl
ethosrennes,ue919,IDS,IDS1,5.0,7.02,14.61,noerror,,Eyetracking,Chloe,255.0,4.0,error,preterm,,N,monolingual,french,99.0,alsatian,,,,caregiver,,F,20.0,M,20.0,preterm,14.0,N,N,N,,N,,,,,,,,,,930.0,Winter,,F,,,,,,,no_beard,undergraduate,nanny 2 days per week,,,1899-12-31 01:00:00,1899-12-31 01:30:00,,,,ethosrennes:ue919
infantlanglabutk,mb1r82fs2,Train 2,Train 2,-1.0,17591.0,21022.0,noerror,,hpp,SP,271.0,2.0,noerror,"Exclude B3T4, B4T1, B4T2",,N,Monolingual,English,100.0,,,,,caregiver,7.0,F,14,M,16,term,0.0,0,N,N,,N,,4,M,,,,,,,,,white,F,,,,,,,,,,,,,,,,,infantlanglabutk:mb1r82fs2
udssaarland,17,IDS,IDS-4,9.0,6.0306529999,9.3729660511,noerror,,SingleScreen,Exp1,315.0,1.0,noerror,,,N,monolingual,German,100.0,,,,,caregiver,5.0,F,10,M,10,term,,N,N,N,,N,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,udssaarland:17
purdueinfantspeech,4262,ADS,ADS4,12.0,17.83,17.83,noerror,,HPP,KI,327.0,3.0,noerror,,,N,monolingual,English,100.0,,,,,caregiver,,F,16,M,16,full,0.0,1,No,N,,N,,10,F,9,F,7,M,4.0,FALSE,,,white,M,,,,,,,,Graduate,,,,,,,,,purdueinfantspeech:4262
babylabutrecht,702,IDS,IDS7,3.0,2.090038,4.090038,noerror,,HPP,MM,238.0,4.0,error,experimenter error,trial 2 clicked wrongly to confirm she was looking while she did not,N,Monolingual,Dutch,100.0,,,,,caregiver,8.0,F,15.0,,15,term,7.0,N,,N,,N,,,,,,,,,,1000.0,Winter,,F,,,,,,,,undergrad,daycare,,,,,,,,babylabutrecht:702
